aplikasinya bagus dan bermanfaat banget karena mempermudahkan saya dalam bertransaksi terima kasih blu	positive
kenapa koneksinya stabil tapi enggak jalan aplikasi nya padahal yang bcabile saja jalan ini tambah jelek saja sih blubile	negative
terus tingkatkan untuk deteksi lokasi dan video call	positive
penipu dana saya di embat juga awal lncar lama lama nipu juga anjig	negative
aplikasinya eror enggak bisa di pakai mana buru mau ambil uang uang buru mau di pakai jadi ribet blu sekarang dari tadi belum bisa memproses transaksimu sudah saya update masih juga sama kartu atm sekarang juga enggak di kasih bagaimana sih blu ini	negative
daftar banknya cukup banyak dan lengkap	positive
sukses	neutral
bagus sekali masukan saja kartu atm dibikin barkot dan bisa digunakan di aplikasi blu untuk tarik tunai ataupun transfer dan yang lainnya	positive
malah makin naik parah	negative
transfer begitu cepat masuk tanpa biaya meringankan banyak orang dan menghemat waktu	positive
sega berjaya dan amanah berkah untuk semua rakyat indonesia dan saya tambahkn lagi kenapa sekarang enggak ada log ini manualnya misal pakai akun gmailnya kenapa harus log ini pakai sidik jari dulu bisa pakai pilihan log ini sekarang ini kenapa enggak bisa ya tolong dong admin perbaiki lagi dan kembalikan ke sebelum di perbarui	positive
bagus dan mudah di pahami aplikasi nya	positive
hahaha tak semanis iklannya sudah verifikasi lebih lama daripada menunggu bintang jatuh eh masukin bank penerima dan nama penerima sudah puluhan kali yang nongol no akun yang anda tuju tidak ada silahkan cek kembali kembali ke mane kembali ke bulan uninstall fix	negative
pointnya turun sekarang sudah ter verifikasi point padahal kemarin point ya enggak adil aplikasi ini saya tidak suka benci aplikasi ini	negative
semoga acc	positive
luar biasa	positive
cie bangkrutblu	negative
layanan semakin buruk limit transfer dari juta turun ke juta turun lagi ke juta mungkin kedepannya turun lagi ke juta	negative
verifikasi video benar benar enggak guna paketan ada hape normal malah muncul koneksi internet tidak tersedia update sampai mei verifikasi video tetap error request failed benar benar aplikasi konyol belajar lah dari bank swasta bca saja enggak seribet ini kok	negative
saya redem pulsa kok enggak masuk sih bagaimana nih blu	negative
sangat membantu untuk kemudahan transaksi dan simpanan sega semakin amanah dan aman	positive
wah bagus sekali aplikasinya mau mengirim uang menjadi mudahh fitur fitunya juga puas terima kasih blu indonesiaa	positive
aplikasii bagus sangatt membantu buat transfer	positive
data sudah pas sudah di ulang berkali kali masih saja tidak mau	negative
aplikasinya sangat membantu tapi enggak ada fitur print struk transaksinya sega kedepannya bisa ada	positive
mengadakan lagi reedem pulsanya dong biar lebih banyak lagi yang pakai apkikasinya blu	negative
mengecewakan	negative
saya nasabah baru yang rencananya ingin membuka rekening baru secara online melalui blu pada saat upload berkas berupa ktp ternyata tidak bisa karena browser atau device saya tidak support padahal browser telah saya update ke versi terbaru dan device handphone saya enggak jadul amat lah ya produksi tahun lalu mohon di bantu nih admin nya agar saya bisa buka rekening disini terimakasih	negative
good bay	negative
buruk sekali	negative
rekaman video mempersulit buat yang simpel pakai foto rekaman wajah kalau vidio harus ngng ini itu enggak jlas	negative
admin slow respond komplain enggak ada ajawaban n	negative
sumpah verifikasi saja lama banget sudah jam tapi enggak beres	neutral
tolong di perbaiki masalah kadang error	positive
gagal terus hampir lebih dari kali bahkan sudah sampai tahapan tanda tangan gaggal lalu disuruh registrasi ulang agar bisa registrasi ulang mesti uninstal aplikasi dulu terus install ulang sempat ke kantor unit kali malah otp tidak muncul muncul balik lagi registrasi online tetap sama gagal	negative
min kok aku daftar tidak bisa kenapa ya invalid terus waktu masukin kodenya tolong direspon	neutral
sangat bermanfaat aplikasinya	positive
sangat membantu sih terutama buat yang sering belanja online beberapa kali ada kejadian transaksi yang ke pending tapi selalu solved setelah konfirmasi sama customer service nya via e mail thnks	positive
selama ini sudah sebulan belum ada kendala	positive
saya lebih suka dengan aplikasi yang lama yang sekarang harus pakai fingerprint jadi susah untuk loginblu	neutral
jaringan buruk kirim uang status gagal tapi saldo terpotong komplain enggak bisa	negative
makin kesini makin kesono transfer sering banget gagal padahal jaringan stabil	negative
verif ktpnya kocak wkwk kameranya bikin mengakak	negative
keren banget apknyaa blu sukses terus ya blu	positive
bagaimana ya kak padahal sinyal sudah aman tapi saat verifikasi pada bagian video malah selalu mengulangi hon bantuannya ya	neutral
sering tiba tiba log out saat sedang bertransaksi sudah pakai wi fi tapi jaringan dibilang enggak stabil terus dan menyebabkan sering gagal transaksi saat akan input pin tolong setiap update versi menujunya ke yang lebih memudahkan bukan nyusahin sega kedepannya lebih bagus ya blu	negative
dengan aplikasi blu mempermudah transaksi	positive
mantap sekali menggunakan blu ini mudah dan nyaman	positive
lebih baik lagi ya	positive
saya lupa paswornya terus saya pencet lupa paswor sesuai arahannya tapi pas saya meminta kode lupa paswor kok enggak dikirim sudah berapa kali saya mencobanya tapi tetap saja tidak kirim kode veripikasinya tolong dong hon bantuannya	negative
aplikasi sampah terlalu ribet ujung nya uninstal karena tidak berguna sangat tidak memudahkan customer ada baiknya contoh livin mandiri	negative
sampai tahap swa foto sulit sekali masuknya sampai diulang berkali kali tetap enggak bisa masuk	negative
hati jangan ada yang gunakan ini aplikasi ini aplikasi penipuan yang enggak berguna sudah di transfer tapi status nya malah masih menunggu di transfer kan bajingan	negative
di iklan katanya gratis trenfer ke bank mana pun eh di aplikasi tulisannya biaya bayar ujung nya tetap saja bayar setiap transfer mending pakai bank saja sudah jaminan gratis ke sesama lah ini blu memang ada teman aku yang pakai blu ya enggak ada lah malah ujungnya bayar terus enggak ada yang gratis maaf saya kasih bintang karena saya merasa di tipu padahal saya lihat iklannya di halaman resmi blu bukan di tempat lain loh	negative
mantap blu	positive
mantap tanpa biaya admin	positive
sejak pindah bsi semakin lambat prosesnya dan sangat sangat lama menunggu confirm transaksi bahkan seringkali gagal padahal dana sudah masuk	negative
aplikasinya kagak jelas akun saya yang terblokir sudah saya perbaiki di lupa password tapi malah di suruh perbaiki lagi di lupa password kagak jlas ini aplikasi	negative
tolong untuk keamanan di perbaiki lagi karena masih bisa di bobol para siber siber tuyul	positive
tahi	negative
jaringan padahal bagus tapi eror terus enggak guna	neutral
sudah bagus kok aplikasi admin cuma biasa tidak ada notifikasi berapa poin yang masuk dari blu point	neutral
keren	positive
blu blu bangetblu blu	positive
bagus sangat membantu semua bisa dari hp	positive
kenapa pulsa indosat enggak ada	negative
aplikasi yang menguji kesabaran sudah daftar akun lalu login malah salah pasword dan username padahal saya rasa sudah benar terus mencoba fitur lupa pasword username enggak di kirim sms padahal pulsa sudah di isi blu blu	negative
gua kasih bintang satu dan saya hapus nih aplikasi karena enggak bisa di rendem padahal point sudah cukup malah enggak bisa pas dapat tambahan poit enggak bertambah ini aplikasi bohong cuman mau cari popularitas saja jangan bohongin orang banyak kalo lu mau aplikasi lu jaya jangan suka bohong gua menyarankan jangan download nih aplikasi	negative
sudah berhasil registrasi karena pembuatan kartu selalu kosong jadi di rubah pakai aplikasi	positive
mau bikin akun blu sulit sekali enggak bisa scan ambil foto ktp padahal posisi frame sudah pas tapi kok selalu enggak bisa ambil foto ktp nya tolong dong solusinyablu	negative
sangat membantu untuk melakukan ternsaksi sehingga mempermudah segalanya	positive
saya toup dompet digital dari kemarin masih tetap di proses padahal enggak ada masalah sama sinyal tapi di blu nya malah koneksi internet kurang baik mana lumayan lagi topupnya	negative
cape cape verifikasi giliran mau masuk susah enggak bisa masuk sama sekali muter trrus padahal sudah di update tolonh perbaiki dong	negative
aplikasi yang sangat membantu tidak ada biaya transaksi keamanan terjaga memudahkan pengguna enggak ribet pakenya	positive
dua bintang saja apa belum coba blu	negative
saya verifikasi tidak ada respon	negative
lebih mudah dan gampang	positive
tolong perbaiki lagi login tidak bisa sms verifikasi tidak muncul muncul setelah diupdate perbaiki bugnya min	neutral
bagus seklai	positive
yahoo ok	neutral
aplikasinya berguna banget jadi suka	positive
enakan yang dulu bisa reedem untuk pulsa indosat	negative
saya kesulitan untuk mendaftarkan katanya nor tidak dapat tertera di blu padahal pakai tor itu juga bahkan sms bangking masih aktif	negative
menyesal saya update ke versi terbaru setiap transaksi saya general error terus sering mncul kode error padahal saya sudah memastikan user id dan paswordnya jaringan stabil kalau begini jadinya aplikaai tidak bisa di pakai ketika emergensi untuk transfer dan pembayaran listrik pulsa seluler	negative
poin belumnambah	negative
aplikasi ini sangat membantu bagi saya jadi tidak ribet kalau ambil uang terimakasih blu sega lancar amanah selalu	positive
mantab sekali ui bagus trabsfer tidak ada kendala sudah bagus banget sih	positive
pembayar via bluva sangat mengecewakan padah sudah langkahnya sudah benar dan saldo pun sudah terpotong tapi di menu aktifitas bukannya sukses dan menjadi bukti transfer yang sah malah di proses mulu dan tidak ada refund dana otomatis atau sebagainya padahal di proses sejak tamggal juni sampai sekarang tanggal juni alhasil duit hilang begitu saja mengecewakan	negative
yang bilang aplikasi jelek gaptek kali penuhi dulu persyaratan perbankan jangan hanya install kalau tidak bisa di pakai ngomel hanya blu yang bisa transfer via blu va bri cepat prosesnya tidak pakai lama	positive
pengguna baru kasih bintang dulu nanti kalau bank jateng sudah masuk baru tambah bintang	neutral
aplikasi nya setiap di buka selalu koneksi internet bermasalah sudah pakai wifi pakai data seluler masih saja gagal koneksi mengira jaringan saya yang bermasalah enggak tau nya aplikasi nya yang bermasalah enggak terbayang kalo pada saat transaksi yang jumlah besar tiba gagal koneksi	neutral
aplikasi keuangan yang sangat membantu buat transfer ke bank tanpa ribet	positive
jaringan bagus tapi koneksi blu payah	negative
awal nya jadi aneh bluy bangkrut	negative
enggak bisa login belum punya akun bikin nor terdaftar tapi enggak bisa masuk	negative
selamat pagi mohon maff kepada pihak blu saya sudah mengupdate aplikasi kenapa harus pakai prigent print atau sidik jaro saya jadi susah login bagaimana cara masuk kembali ke aplikasi tersebut saran saya lebih baik seperti semula saja lebih gampang tidak repot terima kasih	positive
bagus sekali	positive
enggak bisa ngechat aplikasi goblok gangguan mulu	negative
cepat tinggal nunggu update fitur terbaru saja agar makin mudah	positive
enak ya pakai nya praktis dan lengkap enggak berat juga kalau pakai data seluler thanks blu	positive
ini blu kenapa ya kalau akhir bulan selalu saja eror padahal jaringan bagus aplikasi nya eror terus enggak jelas	negative
susah banget cari kontak	negative
sangat membantu untuk bertransaksi tetapi masih ada kekurangan dengan tidak adanya kartu atm	negative
sekali di update memang jauh sekali perubahan tampilan menu nya namun ada baik nya juga untuk menu beli pulsa lebih mudah untuk menjawab ada yang bilang tidak bisa cek saldo klik saja di samping titik samping kiri atas tersebut pasti tampil saldo kita blu blu blu	neutral
aplikasinya bagus mempermudah dalam hal transfer mentransfer blu blu blu	positive
menyesal saya daftar disini uang sudah saya transfer setoran awal malah enggak ada kejelasan masa mau dua kali mengirim setoran awal nya mau buka rekening satu daftar blu banyak kendal balikin uang saya sebesar ribu	negative
ok	positive
mungkin buat yang belum install harus install biar tau kerennya aplikasi ini blu	positive
daftr bri sudah kali mutar untuk verifikasi wajah tapi tidak bisa juga seharusnya tidak terlalu menyusakan untuk pendaftarannya loh	negative
sangat baik	neutral
bagus tapi sekarang lagi error mohon di perbaiki kalau sudah fix insyaallah saya kasih bintang lagi	positive
buat bertambah banyak pekerjaan kalian pakai app bukan mempermudah malah jadinya buang waktu segala cara sudah dilakuin untuk up video tapi tetap saja enggak bisa maunya bagaimana pengin sbnrnya mengasih bintang or minus biar tau appnya sangat jelek	negative
jelek jangan donlod	negative
data sudah benar sesuai ktp mau verifikasi kok katanya salah mulu maunya apa apa harus pakai ktp tetangga bos ku capek jzga kali isi data gagal terus aku yang pegang data ku kok kamu yang bilang daza tidak sesuai ah anehlah ternyata masalah foto salahin yang cetak ktp saya kenapa foto saya buram btw saya tidak mencetak foto sebdiri kamu lihat langsung saja buram apa lagi difoto lagi tahi lah kalean ini	negative
ok	positive
aplikasi ini sangat bagus	positive
aplikasinya sangat bermanfaat membantu untuk mudah bertransaksiblu	positive
ini bagaimana blu dari kemarin enggak mau kebuka hon solusinya sudah pakai indihome mbps buka youtube p lancar buka blu kagak bisa hon solusinya admin	negative
tiap buka aplikasi selalu saja jaringan terputus padahal sinyal internet android enggak sungguh membuat tidak nyaman untuk bertransaksi mohon untuk ditingkatkan kualitas aplikasi blu terima kasih saya baca review pemakai blu banyak juga yang memberi ulasan buruk terhadap aplikasi ini kalau kayak begini sungguh membuat ragu untuk transaksi transfer kuatir saat melakukan transaksi tiba tiba sinyal terputus	negative
aplikasi bagus yang tidak mengerti pakai dan tidak punya kartu debit tidak usah install	positive
gud sangad	positive
semoga selalu sukses	positive
sangat membantu sekali aps ini sega makin maju kedepannya blu	positive
membantu sekali	positive
ok	positive
aplikasi yang sangat membantu sekali mohon diperbanyak lagi pengirim bank nya seperti dari bank syariah ke bank lain	positive
ceritanya saya habis install ulang app ini nah tiba semua kontaknya enggak ke save lagi kaya biasanya terus app nya enggak jalan save kontak dll enggak bisa	negative
sangat membantu	positive
banyak bugs pas transfer masukin pin ada pop ups katanya gagal otomatis kita ulangin lagi dong sampai kali gagal teruus cek aktifitas juga gagal tapi pas kita cek mutasi saldo terpotong kali jugablu sedih banget sih mana penerima enggak kenal perbankan besar kok kaya begini aplikasi nya	negative
kok kode sms nya lama banget tolong di perbaiki	positive
mantap	positive
saya gagal melulu verifikasi wajah akhirnya enggak jadi pakai deh ini aplikasi toh enggak butuh amat baru kali ini gagal verifikasi wajah di aplikasi	negative
enggak bisa login kasih pemberitahuan kalau maintenance	neutral
saran bisa pakai tabungan seluruh dunia dong jadi buat yang tinggal di luar negeri bisa pakai misal bank santander inggris begitu	positive
bebas biaya admin good	positive
sangat bagus sangat efisien dan digitalisasible sekali blu blu	positive
mantapblu	positive
bagus sekali	positive
sudah berulang kali melakukan pendaftaran tapi tetap saja tidak lolos di bagian verifikasi video padahal semua instruksi sudah di lakukan tetapi tetap saja tidak bisa	negative
blu blu	positive
terimakasih atas pelayanannya blu	positive
blu akun lama saya kenapa tidak dapat di buka saya masukan no otp juga tidak masuk saya coba pakai nomer adik tidak bisa karena ktp saya sudah terdaftar tolong konfirmasi terimakasih blu	positive
baru beberapa minggu buka pakai lagi ini aplikasi blu sekarang enggak ribet layanan customer servicenya cepat banget terus tarik depot cebat banget ya hitungan detik sudah masuk ke rekening	positive
transfer antar bank mudah dan gratis	positive
maju terus	positive
blu memang joss	positive
lumayan membantu bisa transfer sambil dari rumah topup shopeepay dari rumah cuma topup dana indak otomatis masuk harus akun tujuan deposite dulu baru terdeteksi jadi kesan kurang canggih dan satu lagi struk enggak bisa di cetak pakai printer bluetooth jadi agak susah mau trnsaksi dengan pelnggan yang butuh struk fisik terima kasih dan kedepan mudahan ada peningkatan pelayanan	positive
benaran gratis dan kalau transfer di atas juta admin hanya rupiah	positive
setiap mau transfer lewat aplikasi ini kok gagal mulu kenapa ya tolong perbaiki dong jangn selalu gangguan dan gangguan terus guna aplikasi ini buat apa kalo selalu gangguan terus	negative
sip deh	positive
enggak bisa login suruh pakai finger print dikira semua hp bisa finger depan layar kali ya aneh	negative
good	positive
disuruh download blu giliran sudah download malah jawabannya anda belum bisa menggunakan blu silahkan gunakan internet banking ya percumah dong download aplikasi ini kemarin tak coba balesane tidak ada jaringan interne padahal jaringan internetnya full	positive
sering banget tiba tiba logout sendiri saldo sudah terpotong tapi di mutasi tidak ada bukti transaksi sangat mengecewakan	negative
andai saja bisa mengubah tulisan biaya transaksi di bukti pembayaran lumayan buat jasa kirim uang ya di toko kami	positive
sangat memudahkan untuk bertransaksi cs blu cabang soekarno hatta malang sangat peka dan solutif mengatasi problem bluku blu	positive
baru daftar di suruh transper ribu di awal saya sudah kali transper per tapi masih belum ada juga pasword login untuk akun baru saya	negative
mantul	positive
bagus sih cuman ada masalah jaringan terus	positive
ini	positive
tolong tingkatkan pointnya dan buatlah semua hp bisa meng akses aplikasi ini	positive
tidak memudahkan tolong perbaiki aplikasi anda saya tidak menemukan pencatatan uang masuk tidak estetik memusingkan pengguna	neutral
sangat bagus	positive
mana poin nya ya saya sudah menunggu	negative
apa sangat mantap	positive
apakah ada top up ovo bebas bia admin	positive
tadi siang barusan saya update blu saat mau transaksi kenapa di samping tulisan login ada gambar sidik jari jadi tidak bisa membuka padahal saya tidak memakai sidik jari hon solusinya sampai hari ini blu tidak bisa login seperti biasa	neutral
ya sejalan hilangnya randem pulsa saya mau hapus saja aplikasi ini sudah enggak asik lagi aplikasi ini sebelumnya saya berterima kasih pada admin blu tapi saya kecewa enggak ada randem pulsa lagi ya kalau begini bagaimana lagi apj blu ini gua hapus saja sudah enggak asik	negative
saya baru mencoba nih kaya nya bagu saya kasih bintang dulu ya nanti kau bagus saya tambain lagiblu	positive
warbyazah	positive
bodoamat mending ngejavv	negative
tutorblu mantul	positive
makin hari makin enggak jelas soal jaringan terutama kuota ada wifi lancar buka blu harus berapa ms biar bisa transaksi	negative
enggak bisa masuk aplikasi disaat sedang komplain pengembalian dana	negative
apaan kelebihan cepat verifikasi ini saja verifikasi lama kali kalah banget sama yang sbeelah kalau tim verifikasi enggak bisa kerja pecat saja verifikasi data saja lama banget dimana mana kalau verifikasi memang orangnya kerja itu enggak kan sampai jam atau ber jam jam	negative
trimakasih aplikasi yang sangat bermanfaat walau pun sering enggak dapat poinblu	positive
akun gue lupa password sudah mencoba fitur lupa password tapi enggak ada sms masuk padahal pulsa masih cukup bagaimana sih aplikasi sampah	negative
transfer cara baru dan mudah joss	positive
mantap	positive
sering log out di saat transaksi dan notif selalu telat jika ada transaksi	neutral
aplikasi bangkrut anak haram adminnya	negative
apps yang baru ribet sekali tampilannya enakan yang lama lebih ringkas user friendly mohon dikembalikan ke tampilan yang lama bikin pusing sub menu nya menunya beranak pinak banyak enggak suka	negative
apakah kalau salah transfer dan masuk ke rekening blu bisa di kembalikan uangnya	positive
kenapa setia tarik tunai pakai blu enggak bisa apa harus bikin atm dulu sedangkan atm selalu kosong di bank nya	negative
astaga meminta verifikasi lewat sms saja enggak bisa sudah berulang ulang saya coba mengirim permintaan verifikasi lewat nor telepon sms untuk mengganti password saya tapi masih saja enggak ada yang masuk sms nya ini sudah hari ketiga saya coba tapi tidak kunjung bisa yang ada hanya tulisan sistem kami sedang bermasalah kalau bermasalah ya perbaiki lah wahai blu minimaal berikan pilihan lain selain menunggu verifikasi dari sms contoh lewat email lah ini cuma satu saja lewat nor telepon sms kacau	negative
gadapet point sampai hari kejam	negative
kecewa sekali dengan blu kartu blu error ke bank dipersulit dan diarahkan pakai blu ketika pakai blu dan sudah diupgrade pun menu setor tunai tidak muncul	negative
aplikasi susah masuk terus saja di ulang sudah sampai vidio rekam langsung enggak ada harus di install lagi uninstal install lagi jadi pusing saya tadinya saya pakai sms banking sekarang enggak bisa di alihkn ke blu ruwet	negative
good ui nya simple enggak ribet saya rasa semua kalangan dan umur bisa menggunakan aplikasi blu ini enggak ribet juga tapi kadang ada kendala mengenai penampilan saldo harus refresh padahal speed internet tinggi penyimpanan dan ram sangat lega	positive
aplikasi yang bagus dan sangat membantu untuk transfer antar bank fleksibel waktu dan tempat good job blu blu blu	positive
bagus	positive
kok baru kali saja transfer di limit harian bos biasany tidak begitu hon diperbaiki	positive
ada masalah terus sama jaringan nya padahal bagus	neutral
harusnya kalau login pakai finger print di sediakan dong fiturnya di akun kita untuk pengmanan supaya bisa setting lah ini enggak ada ya jls enggak bisa login kalau mau login harus uninstal dulu baru bisa masuk parah malah bikin susah orang	positive
semoga bisa ter downloat	positive
sangat kecewa dengan aplikasinya tiba terupdate sendiri terus pas mau masuk lagi salah pasword biasanya langsung otomatis bisa cek sekarang sudah kali katanya terblokir aduh bingung deh	negative
makasihh sudah bikin aplikasi ini buat saya bisa ngelola uang dan jadi lebih hemat	positive
sudah berkali kali mau transaksi mobile banking ke cabang selalu alasannya offline error mau update nor hape di blu saja enggak bisa heran deh sama bank ini apa teknisinya enggak bisa kerja masa dari dulu masalah kayak begini enggak pernah teratasi saya pakai bank lain dan setiap kali mau ada keperluan di cs selalu bisa tuh enggak pernah error atau offline kalau enggak bisa kerja teknisinya pecat saja cari yang lebih kompeten atau belajar dari bank lain yang layanan bile bankingnya enggak pernah error	negative
enggak tau akhir ini sering log out cepat padahal sedeng transaksi kadang blum masuk pin sudah log out sendiri jadi perlu di ulang beberapa kali hon di tindak lanjuti suksma	positive
aplikasi enggak bermutu pembohong ditunggu selama hari enggak ada bonus bonusnya jangan di download menyesal gua downloadnya penipu	negative
like super like	positive
